BusinessID,Cuisine,Rating,NumberOfReviews
9bPYWFuooT9CPPDc7Z_ptg,['Limos'],5.0,127
5Cx2PemgPQbNXJG8ETRHCg,"['Vegetarian', 'Vegan', 'Coffee & Tea']",5.0,5
NVsI5DRm1CszltskWJvvZQ,['Hotels'],4.5,180
PmVTYZy6_5OuT1gwhC9C6g,['Hotels'],4.0,76
0D4a1adz96Gxnfd0JqwrEg,"['Bars', 'American (New)']",3.5,57
0V_y6DvAa94uG9F3Itgl_g,['Caterers'],4.0,7
JRUmFE_C3B91F_blD6k4Rg,"['Party & Event Planning', 'Venues & Event Spaces']",5.0,11
znP3ArmlZPMgLdvYseo09w,['Food Trucks'],5.0,1
9K88wRH0VjyEK8NKcsILvA,['Churches'],5.0,2
DnwJyIXAUG5LDLofGI07gA,['Travel Services'],5.0,17
kP4k-GO4ETgstvNug3q31g,['Hotels'],4.5,53
zjCeT2x5CWrf0pYBS2xc-w,['Recording & Rehearsal Studios'],5.0,2
LRidibMmCn_aaj192y2T1g,['Hotels'],4.0,9
xDzFMkjrhA6xme7jNp_CgA,['Business Consulting'],5.0,1
UZfIZOlv5wMagsCx-S8o0g,['Hotels'],4.0,26
kn9rgR4KlvyTTi-s76OIaQ,"['Mexican', 'Tex-Mex']",4.0,368
AUIyuc1nqTi1F2ZObs8-Hw,['Hotels'],4.5,4
XRt4mVzNQbXkC6mxFl7-Sg,['Hotels'],4.0,69
WwrbgG7A0BM9uLR5Eq1kag,['Educational Services'],4.5,6
s9uRA1jw4JFo83NhBkx8Ug,['Specialty Schools'],4.5,3
lSJD2Gcf9LjJqpLE7pUlWQ,"['Russian', 'Bars']",4.0,389
or0Op4EDk95L0vhLwSATcQ,"['American (New)', 'Sandwiches', 'Breakfast & Brunch']",4.5,64
iIixO6VbKitogJGBRIalYA,"['Lounges', 'Music Venues']",4.0,579
5jbOjvgrQ1XviBWjz3gN3Q,['Drugstores'],5.0,1
vDQ7b3Vn9juJZMwMEtRmsw,['Italian'],3.5,9
d69wShW60poSKOgZycgniA,['Caterers'],4.0,11
c4qhFkf3WJc_S4f5I2DasA,"['Wigs', 'Hair Extensions']",4.5,15
f0QreVur1bLIdTDRpQPlvw,"['Lounges', 'Dance Clubs']",3.5,646
K5rgmQy_4WiOXY_9A-QorA,['Hotels'],4.5,143
1NlVOmZ9Poke02KpUviJWQ,['Hotels'],4.0,41
CnMj2WPaikr-lbYhT35YSg,"['Accountants', 'Tax Services', 'Financial Advising']",3.5,3
JAO7lU312SeWRs4LcW7pdQ,"['Sports Bars', 'Colombian']",5.0,4
WQZCwbYZ5XLnmENzOv2xCQ,"['Hotels', 'Venues & Event Spaces']",4.5,16
biN8FvkxQtu38K4ERiTMQQ,"['Body Shops', 'Auto Repair', 'Towing']",3.5,3
QJ1_-QoYUcvfELeXFbBLbw,['Chocolatiers & Shops'],4.5,30
XR-ukhC5BvAKDq1oTQrQ9A,"['Coffee & Tea', 'Home Decor', 'Venues & Event Spaces']",5.0,51
eDeOskHfUEmSM8tfVGE-ig,['Limos'],5.0,2
O706USXzqNdvJDaH6-rvuA,"['Caterers', 'Venues & Event Spaces']",5.0,37
lrp0kAngbm-SAWIUqRAB3g,['Hostels'],4.5,3
m-8qqfAKP5Hw2JZVCx5wQA,['Hotels'],4.5,50
4J3urRVu1PLLoBZ6gsENzA,['Painters'],3.5,5
a7VT5ljjI6aHhgog9ANa1Q,"['Mediterranean', 'Desserts', 'Wraps']",4.5,52
xCga72noeVqNA-ICudcDAA,['Hotels'],3.5,130
lufGvEFnZwXfKgmugyuVQw,"['Grocery', 'Delis']",3.5,11
pzVUUB9bXZMK8KvRLOoUWg,['Indian'],3.0,1
RCKVKfF-9F1br_XH_xBYKw,"['Bikes', 'Bike Repair/Maintenance']",5.0,2
Ozey9rxoyK02EZSZsjP9bQ,['Hotels'],3.5,89
Oimu4xPg9aF51zzrrO6N7Q,['Hotels'],3.5,71
AhqWTf8ObRg1ZcNRV_vzIQ,['Italian'],4.5,101
CuT23fwvWF67Dv2OmY7kog,"['Breakfast & Brunch', 'Seafood', 'Bars']",3.0,14
wnxUKFvUEwk76GFAlzjKgw,['Caterers'],3.5,5
qkztosV5nQmw6snsSq7Xrg,['Hotels'],3.5,105
WKD3M9JSOdFJMX4drpxmDA,['Cinema'],4.5,47
tDc5KA0-LbtDjLGVjvSuRQ,['Movers'],4.0,1
SlX37agPPwkQjDxpxSwZ7w,"['Tires', 'Auto Repair']",4.5,13
y0eMus88l5XtDKK_NA64zQ,"['Bakeries', 'Cupcakes']",4.0,23
EaNRl3vlDOsNF-gkCR5mBA,['French'],4.0,35
3C5C1nNye8y1Yw1eY4Eu3g,['Hotels'],4.0,29
yntinnAv9PrgA_vfc10ahA,"['Cafes', 'Bars', 'Music Venues']",4.0,2
N48G4zAyQjju6qxHRO5erg,"['Plumbing', 'Heating & Air Conditioning/HVAC']",5.0,5
1mfZGbf1gEisEyACi3rpUA,['Hostels'],4.5,16
Bx9ufqCtxxdl2l6pT3J45g,"['Bakeries', 'Breakfast & Brunch', 'Chocolatiers & Shops']",4.0,346
ZvjXuv2Utn0hvLp39JkcHw,['Hotels'],4.0,113
Q_H5_7-3qAw2AA0_S-403g,['Hotels'],3.5,69
HsfNLFKADPZUNXsRVx9_dA,['Hotels'],4.5,39
pBrzfeBE7zSdE3H9-2D6fQ,"['Contractors', 'Handyman', 'Electricians']",4.0,14
Du-h8DcjeIVbiG27W5guaw,['Hotels'],4.0,74
F1KPNpUWsyno5WARZvKrcA,['Hardware Stores'],5.0,1
TVUQ4HQd1NcyGzm8PSOP_g,['Hotels'],4.0,11
w_uKKMkIywOKuis4JfDqkw,"['Hotels', 'Venues & Event Spaces']",4.0,22
I95JZecBIM6fhvc-VpAE6w,['Hotels'],4.0,41
QFBUAXg1bZDpi9WUSheGGg,['Hotels'],4.0,44
ZG7u6yCrZDVqX54ghEPDBA,"['Tires', 'Auto Repair', 'Oil Change Stations']",5.0,13
g-2Lfuj9vwzIkZ26-aoXWQ,['Hotels'],3.5,55
68gSQIf8_CNXCMd3nZByvg,['Hotels'],1.0,1
hT1NOAqwYhVtQ3rrEK53MQ,"['Cafes', 'Sandwiches', 'Salad']",3.5,18
5DkFAVEU_gAkC3wAUqdAZg,['Hotels'],4.0,40
IjS1UnIPuho1vc4owWnUpA,['Barbers'],5.0,3
6cY58vdLjKEas5hwbDHDZw,"['Falafel', 'Vegetarian', 'Sandwiches']",4.0,37
s0P1x9QIAcde3m249ElkBQ,['Hotels'],4.0,61
nEr8Y5ByrfNiWi41raMWIQ,"['Hotels', 'Venues & Event Spaces']",3.5,52
Hrlck7MAmn4D8c7C6Pn-2w,"['Caterers', 'Food Delivery Services']",3.0,16
TK0UXrUOq0FGcx0kDP6SJg,['Hotels'],4.0,3
sUrBXFYuHfAsUnGOLb2TEw,"['Apartments', 'Guest Houses']",4.0,18
3jlFf1aOHBxk_XwQmxhXOg,"['American (New)', 'Salad']",4.0,118
vgHwR_1RQTHFjEXeY0oUnA,"['American (New)', 'Jazz & Blues', 'Japanese']",3.5,44
C95uxLnRLt6VvaBkZn4jkw,['Hardware Stores'],5.0,4
0tYMltweY813Iicd8NKATA,['Hotels'],4.5,61
O-kxb04dEhEoqJ-onh61iw,['Hotels'],3.0,22
GGwqr21cRrOGJQo31eNldw,['Hotels'],4.0,30
BBKPV336-kzU8QEmlY8Ayg,['Caterers'],1.0,1
Vs8_9psOQnvQkB8IReTYYA,"['Hotels', 'Venues & Event Spaces']",4.0,62
tfrhhQTokFrEwD6g7wkS4Q,"['Sports Bars', 'Irish']",4.0,580
RXpfcaExJbH1s4gjNrwWRw,"['Luggage', 'Leather Goods', 'Customized Merchandise']",4.5,77
fvRYbcnY5kOWJV3RGqKuxA,['Caterers'],3.5,2
01p7HPenHY29MRSmzSh4MA,['Hotels'],4.0,70
wkn2dxRYhWgZuDD9Z7-sqA,['Delis'],4.0,81
sz46OPPp2qIN7J-bIyB2rQ,"['Limos', 'Town Car Service']",5.0,220
4rhjvNr2V68iL0VTuscf1A,['Hotels'],3.0,86
TthA_IggARjbJH4Kxrj5ww,['Caterers'],4.0,20
u3YHSsqkj-7Z1moxVWZCsg,"['Seafood', 'Desserts', 'Cocktail Bars']",4.0,82
C6KgAyFUyNKON_5wlFSDGw,['Hotels'],3.0,30
FfMA5gVGqCzrpD97EgmMeA,['Hotels'],3.5,42
9TK6ea3GR2B6H6jErPRlTw,['Hotels'],4.5,86
UzbUpYfoHwHrNCFWSuz_hw,"['Breakfast & Brunch', 'Delis', 'Wraps']",3.5,29
HjIce8mnXrudmf_CkBxYiA,"['American (New)', 'Breakfast & Brunch', 'Sandwiches']",3.5,68
O3qBe_SdcMwjbwqP2he7Dw,['Hotels'],3.5,21
tpxMTuzDG42JuXK5phmxMQ,['Hotels'],4.5,90
0SrF_WcRetbGWlps7ZhJNw,['Hotels'],4.0,20
3PiqUBKYN7LkeE44JXmDHw,['Caterers'],2.0,2
Qny9cwuRnnca7jVcURzh0g,['Hotels'],4.0,63
cUXl19vPkfd9vdqc0OT7_g,['Hotels'],4.0,117
AYBRN8pKB8_ZfcCks17OmQ,"['Pizza', 'Breakfast & Brunch', 'Cocktail Bars']",4.5,58
VMGinfrQm6JQfGMUsDFBfg,['Hotels'],3.5,154
2-8ybGtGrbXjsFBUxxe3IA,['Hotels'],3.5,42
W3K4-SbrRu54VoyNDCe6SA,['Hotels'],3.5,79
6GDnLsrmnD35JWER4MuafQ,['American (New)'],3.0,8
wUwuxx77P005szbHxnfdrg,"['Meat Shops', 'Grocery']",4.5,130
f3wkQwZewuC4Xg0C0mLYWA,"['American (New)', 'Breakfast & Brunch', 'Bars']",3.5,36
byrfRqI_R_ZWTgVDBkB57g,['Hotels'],4.0,88
AFQpo29tILOPhSi3ZaUoNA,['Body Shops'],4.0,4
zOTRYxeyHl1vRMyDkzGqog,"['French', 'Modern European', 'Bars']",3.0,97
8PyKaU-YM0HOAfxWsjcwmg,"['Specialty Food', 'Italian', 'Bakeries']",4.0,114
JtOlKlfm0a8e9XFAJ6gdZg,['Hotels'],4.0,41
RwFS9iF0fo9XrJuvduQdFg,['Hotels'],4.0,55
V12xO69xVoHWSXBpb3zQ4w,['Hotels'],4.5,65
JLoLYfqWvcOPIUfxu48qbQ,"['Hotels', 'Venues & Event Spaces']",4.5,101
FgEWp4LIG5gtlxzYUN14_Q,"[""Women's Clothing"", 'Accessories', ""Men's Clothing""]",1.0,1
djJhPAJq96b3_NjicH9HIg,"['Delis', 'Pizza', 'Cafes']",3.5,44
LgTX9MD3lrpGJ10MNwMx6g,"['Auto Repair', 'Tires', 'Transmission Repair']",5.0,49
D5Cazk9KgSjEhTX3-v2nUQ,"['Caterers', 'Italian']",5.0,12
9k-_L1tUel_RsQe6agCuGA,['Bakeries'],5.0,8
6USNEZysU8R1MaK-oBmD8A,['Hotels'],3.5,33
aCruJ1jAhr6iluwWLqP_vw,['Hotels'],4.0,112
lBBTBcGgJKkH6aPfSbg1GA,"['Delis', 'Salad', 'Sandwiches']",3.5,20
EX1WsfdCraNx7fSRH3jVqg,['Hotels'],4.0,58
ygmkc9Uh5wU1JF-usKivWg,['Venues & Event Spaces'],2.5,2
G6wqjI4NFAvc_46P_dsjjg,"['Breakfast & Brunch', 'Pizza', 'Sandwiches']",3.5,53
F_3L_rr4o-FsvRUPilDydA,['Hotels'],3.0,32
uLFLKwkpIdydKNVHB9Rdhw,['Hotels'],3.5,57
lNpTNFTP3PhORK8P7QS3Rg,"['Meat Shops', 'Delis', 'Sandwiches']",4.0,22
DE3pxwHpus97-vqq0kUFPw,"['Hotels', 'Bed & Breakfast']",3.5,25
LjHUOXB3Iw_l7NXW_nClqA,['Hotels'],4.0,56
qC_ZSD0zd5_4stj2d20CnA,['Apartments'],3.5,35
IEKjGGLI_9mWhHpVdHOEfQ,['Hostels'],3.5,56
XoDR_T-ZKYJtZgCocEDcyA,"['American (New)', 'Breakfast & Brunch']",4.0,854
htWCcFI5R5Cuwod5PNSpow,"['Hotels', 'Venues & Event Spaces']",4.5,105
JlUXy7cg8rr46aFb8POSWg,['Caterers'],5.0,8
M9TgcMBHSq-0NHqfMtCxEQ,"['Sandwiches', 'Salad', 'Breakfast & Brunch']",3.0,14
n4YHCDxWp07DicFxOcLzlw,"['Bikes', 'Bike Rentals']",4.0,86
aGzGqDMdR8NbWSzE0Oqm_w,"['Mediterranean', 'Greek']",3.0,17
XmQUa0FpfwI9w0z_TI7Pog,[],3.0,2
1UBz6A48LXGiFIpPc6ts5w,['Hotels'],4.0,5
wvYfgzfrHCHiB-wMPDFDlQ,"['Salad', 'Sandwiches']",3.5,67
FJepPR5CYRggxRwAjlqg6A,['American (New)'],4.5,161
whVaI4qtx4Fseff5owxOaw,['Hotels'],4.0,74
QArou0r7CmLNPWYRA9ecog,"['Dive Bars', 'Breweries', 'Beer Bar']",4.0,1693
rlC82Re7sEtidaTRvy-Gxg,['Lounges'],3.5,34
O3oe-tQYmbM6hG6fi5JMSw,"['Delis', 'Coffee & Tea', 'Juice Bars & Smoothies']",3.0,32
1Qe4hdNvZQTvNWF3Lwy8vg,['Hotels'],4.0,48
BugNO3BYsQvHijts156gEg,['Hotels'],3.0,53
F5oHv0aP7j7ceGbsYKju_A,"['Salad', 'Sandwiches', 'Soup']",3.5,44
yUetxaXoy3dG8RXvDFRJug,"['Videographers', 'Video/Film Production', 'Event Photography']",5.0,10
adpehB-xkZzcmH4iYMMPNA,['Hotels'],4.0,78
PvFi714O4eDEybBRqLrQRw,['American (Traditional)'],3.5,8
hiTfA7vnxDSLv77nl6UQXQ,"['American (New)', 'Wine Bars', 'Steakhouses']",4.0,763
8UnRZJwKvgfcGPvx7jViRA,"['Coffee & Tea', 'Cafes']",4.0,94
QYr9EO-2FmdpOVUjOyNjgg,['Thai'],4.0,77
KhQKQha4hh5ob1q6CkH9UQ,"['Hotels', 'Venues & Event Spaces']",3.5,76
oaf09arzN9GPgCpnCxI5zA,"['Art Galleries', 'Antiques']",1.0,1
btENtu4L4LMTdGx2klF5eg,"['Auto Repair', 'Body Shops', 'Auto Glass Services']",5.0,83
RYy4R8fv1m_ccDlQD9mOpA,['Sandblasting'],5.0,1
UgDmmZ0viDlLD7MOhL2iDA,"['Breakfast & Brunch', 'American (New)', 'Lounges']",3.5,117
uWvId20JfT0R9Jz-9f1dIw,"['Sandwiches', 'Comfort Food', 'Breakfast & Brunch']",3.5,63
ljbIW6ulC_3b5m_LkhUxPg,"['Breakfast & Brunch', 'Delis']",4.5,29
YoL0-LzxhcHruvczhdKerg,['American (New)'],3.0,17
DSSqAoqdkNBnXWvcZfhZVg,['Hotels'],4.0,51
-7mvJpV-gmOCT0HFNOhMNA,"['Breakfast & Brunch', 'Diners', 'Mexican']",4.5,87
cuW4bq99zLIQeNpiYPBliQ,"['Lounges', 'American (Traditional)']",3.5,78
GXqlI0p_NQejvDEgq0xQ9w,['Hotels'],4.0,280
8ORBn3VVbV07QIB_hSyu4g,['Caterers'],3.5,3
0iIaLaMfbWjZ0NktXu3fRQ,['Hotels'],4.0,111
eexGnJeVC7Bn1UroVUQlNg,['Caterers'],4.5,15
kumbWukbwNktxWQB4_FvDQ,"['Hotels', 'Venues & Event Spaces']",4.0,82
r3O-uoN0epgTeHtxHE9awQ,"['Investing', 'Financial Advising']",1.0,1
9o4y3IqpFDaj8FddJ6oi2A,"['American (New)', 'Diners', 'Buffets']",4.0,130
b_9xi6zjFqwqEyyg8AN-oA,['University Housing'],3.5,21
J6YE7tjBhVQy-8is17C2FA,"['Grocery', 'Delis']",4.0,109
S2AlXO7WI8cSPJNdIq-FRg,['Hotels'],3.0,42
F0MuzanyO6YEen8VtP5LOg,"['American (New)', 'Breakfast & Brunch', 'Sports Bars']",4.0,411
q3tNUSDa3EXWVn_RA2OGxA,['Hotels'],4.0,61
dvmwom34Svhnc_k0OK1VjQ,['Hotels'],3.5,167
4erImwfLkNUDipUSF4Ocpw,['Hotels'],4.0,59
W1Vtk1Z0ve3i2wtItPGkMg,['Hotels'],3.0,23
mH8Eok8u4gM_k7XKD9r49g,['Bed & Breakfast'],5.0,19
BKerb8Kx8rscVY7zVGogSQ,"['Airport Shuttles', 'Limos']",2.5,3
kRsNwqOj2Lj0OYxKRsUtsA,['Hotels'],4.0,191
0gUKWcaa412zc5LFCbE8kA,['Hotels'],4.0,80
DmjSuTCPS-d9HFwmTO9jrA,['Hotels'],4.5,74
Wq03BQzfHTAegOk0vxntDg,['Pizza'],2.5,15
12_K-63pDkGPQFqz2jmIHA,"['Hotels', 'Venues & Event Spaces']",3.5,253
oil_Iesz9xeGaLToWIsoqw,['Hotels'],3.5,59
BBLCHkc_x5jbFAOTaJHaLQ,"['Hotels', 'Venues & Event Spaces']",3.5,44
-6KiL27UCLZkSBUdc4JlgQ,['Hotels'],3.5,44
LRtaaitm9olTj12n6yNcAQ,"['Distilleries', 'Cocktail Bars']",5.0,12
ItnW4u1nVYvde1NT4Lgd3g,['Hotels'],4.0,128
A09564GUp1Y83u6HwYdqdA,['Bookstores'],4.0,55
x_vpf-UHDFNUIc-rKIszcA,['Hotels'],3.5,50
vjBmPbCCOSE5JfaouXT0Qg,"['Outdoor Gear', 'Sports Wear']",4.0,31
-Dc__072oziwEydtYL8YIQ,"['Antiques', 'Used, Vintage & Consignment']",5.0,2
mGcaL71DCBeMUHNkmhZFrg,['Accessories'],3.5,11
Xf_sALbQ6GiJM50dONKcRg,['Churches'],4.5,75
nwvo49wYOrSfg3AhafhZvA,"['Hotels', 'Venues & Event Spaces']",4.5,106
wsp-G-_xjN-pd3W3kI6Rnw,['Hotels'],4.0,36
5sTcJ4QDxE8ieVz2dLpjtQ,"['Seafood', 'American (New)', 'Cocktail Bars']",4.0,110
i0vlPG1X_kn_ZC15JartSA,['Italian'],3.0,57
sinxb1F7g1GEm01XSB3qCw,"['Karaoke', 'Bars']",3.0,247
yt4TpkQ-45A-ZsniITzgVg,"['Breakfast & Brunch', 'Bagels']",2.5,13
H70MP8NTWNrRQRGffo7Ouw,['Hotels'],4.0,97
liTyhz_oXHRdHsxckBgEfQ,['Hotels'],3.0,14
4o2SqXHODe7ZEP7aqzdeug,['Hotels'],4.0,82
kYDDwjSqV_RhhGUDoayrrA,"['Mailbox Centers', 'Shipping Centers']",5.0,1
85yYfKv6p-EuCZU5QbWQsQ,['Hotels'],3.5,27
6nnhmOgTeI6QmQS1LhMD9Q,"['French', 'Wine Bars', 'Desserts']",4.5,131
HduzetidZ3yBj0SNVGd7mQ,['Hotels'],3.0,27
qcvGRJT3QedXz7p3_CDmmA,"['French', 'Cafes', 'Sandwiches']",4.0,176
Xo93z4r35Vnp0JEwRoNVug,['Hotels'],3.0,130
wr4yApe97nqETNqJJMrHsg,['Hotels'],4.5,121
WWjav20f4Bvu50BeMJPAWw,"['TV Mounting', 'Electricians', 'Security Systems']",5.0,6
zuMUWAduEq4COEcbnZ3XCA,['Hotels'],4.5,123
ZtUsFvIBF0nBrz92zlfIog,['Bakeries'],4.5,13
tUSUlJ71ukLWWLhgKlQDGg,"['Sandwiches', 'Salad', 'Soup']",3.5,83
mBfmeHv5j1gREYzgySzdAQ,['Hotels'],3.5,99
vS5WZNErrgWvHtiO3CTmqA,"['Indian', 'Pakistani', 'Halal']",3.5,26
gPk8CgrSxqmn8vs1NQ9YsQ,['Community Service/Non-Profit'],2.0,1
ZDp1ysOVW3xQJc4SuQGSCg,['Hotels'],4.5,163
bM3lf5x02VdRgNIwVC7gNw,"['American (New)', 'Desserts', 'Breakfast & Brunch']",4.0,202
EN5PrhMfze1mZrptJHLDXQ,['Cafes'],2.0,9
jB4fXyjDvn8Zc6IyDu49YQ,"['Bagels', 'Delis']",3.5,15
IEK9rL_9lkBvHnSbafm1rw,"['Cocktail Bars', 'Comfort Food']",3.5,33
eqCP1Lx9mki0qbFXNWW_SA,['Auto Repair'],5.0,51
hH5PbL-5BpYKKhJhkD_kqA,"['Bagels', 'Sandwiches', 'Burgers']",4.0,161
G6xRf8a9j9L7F-UZMSS3-g,['Italian'],2.5,36
p1wDwUphBhvQkOuD9ydb_g,"['Bagels', 'Cafes']",3.5,81
QwOXPf0qBy9OYi0KLbvMew,"['Delis', 'Korean', 'Cafes']",3.5,77
2ial3gVWRcY2vyX7eHppnQ,"['Life Coach', 'Reiki', 'Yoga']",5.0,4
T30fVIwEeJMvJQm9tikXbA,"['Bars', 'Cabaret', 'Mexican']",3.5,64
ThWcUCqeF_2I-lvowFOUYA,"['Auto Repair', 'Body Shops', 'Windshield Installation & Repair']",3.0,4
A7T3GYUnupQrPQdeTVzfIA,"['Salad', 'American (Traditional)', 'Sandwiches']",3.0,42
RWHWGp4jSGmhsV2q_TZAIg,[],1.0,3
oUMmLzJxCbXJB-0Vxq_zNw,['Travel Services'],1.5,7
v8Qz9WLVVyUYawpCzQdaTw,"['Tires', 'Wheel & Rim Repair']",5.0,3
fT0XWIMIjZsKUL1VYdxTxA,['Hotels'],3.5,64
hb9WuR1W-K1wqqiRkKYVGQ,"['Sandwiches', 'Fast Food']",4.0,79
vBluqKJE9kjNQosLzcNxlQ,['Hotels'],4.0,60
8IJnjoz7nZv4YRoJU228ug,"['American (Traditional)', 'Salad', 'Pasta Shops']",3.0,21
T_d-JdVD-DVl4DzWqQk9DQ,"['American (New)', 'Bars', 'Steakhouses']",4.0,131
iEA0A7P8VMNlsBJiMhms-A,['Hotels'],4.0,41
P2-YUkcDcgyYW46hSPYBMw,"['Hotels', 'Venues & Event Spaces']",4.0,80
S0YPd2e2SyxGPJQwApdi0w,['Hotels'],3.5,144
MbMCHHeStEaB3QQ11gYszQ,['Pet Groomers'],3.5,60
EO3xistZ10_tqkRr4GPaBA,"['Delis', 'Flowers & Gifts']",3.0,17
FE6EtHq7obwHV_UQqIm4Zw,['Hotels'],3.5,34
kK5f5YDwhpD3jvUGg-VRHw,"['Sandwiches', 'Wraps', 'Pizza']",3.0,39
-JZvCXJrkkRS9L4Ot2EYUg,['Car Rental'],5.0,7
yPUiLatBIeFPaaP3MwXaOQ,"['Hotels', 'Venues & Event Spaces']",3.5,45
LdnZgFxVVJ3YZqUfozgA4g,['Hotels'],3.5,66
tfer_SXSQStIC4LRHawC3Q,['Hotels'],3.5,86
vHV-XZk9bY6FvjgcQCUueA,['Hotels'],3.5,37
FozYbPWPR6F88Yp5Sp2D_g,"['Pizza', 'Italian']",3.5,112
fjjzAn0j6zCs2SNViuNfwQ,"['Indian', 'Vegetarian']",3.5,264
00rrqw4O0Flfatd0VV6QAg,"['Bike Repair/Maintenance', 'Bike Rentals', 'Bikes']",4.5,114
nzv7QCUPH-QKzNHfUnsN8w,['Hotels'],4.5,45
fA7iFSxoIQXcCcxSwL5oHw,['Hotels'],4.0,162
12uKh8vTsC1D2PhP8ECRdg,['Hotels'],4.5,33
stT8BEGSbB_qr0gMJUIlWA,"['Tires', 'Auto Repair', 'Wheel & Rim Repair']",3.5,86
Z1aUHQ0qdwCdyA9UvbpMRg,['Hotels'],3.5,75
btuxzhAbhuJtwTKiU7ggTw,"['Delis', 'Salad', 'Sandwiches']",3.0,38
rcqOGQQPJ8e2Jpj4dDN9Ng,"['Food Trucks', 'Cheesesteaks', 'Creperies']",3.0,8
p3w237XeNva7slMeEMLZXQ,['Chocolatiers & Shops'],4.0,128
6X4_oTcBM7slhdKy2qFaVQ,['Graphic Design'],5.0,1
WsWW63fz5yqWFpAdagb9KQ,['Hotels'],4.0,212
CAXzWJyV2UzYMAImM_YkWA,"['Cocktail Bars', 'Venues & Event Spaces', 'American (Traditional)']",4.0,139
BeHMQf5wwajwHKvJig3PwA,['Hotels'],4.0,102
hgxKRLRia2Yh_jDNXli9Tg,['Hotels'],3.5,101
jA5KHJtluLsrd3gd2LoYhg,['Bookstores'],5.0,2
J8rDiI8L543b_DbCd2ruxQ,['Supernatural Readings'],3.5,4
vhzkJobCGQ9cA93k19gbkQ,['Venues & Event Spaces'],3.5,43
hcouwBx6Kafpy_AJSL_-FA,['Hotels'],3.5,25
ziPLg64qxWsYiBBmCMbXPw,['Sandwiches'],3.5,72
q1c2MbU9NwqOUdf_oU6dUA,['Movers'],1.0,1
96YdeePLQvmr9gNJstQkqQ,['Body Shops'],5.0,2
4SdvTwFkW3Qx0f_3zBN_ZA,"['Italian', 'Bars', 'American (New)']",4.5,120
PRr3xLvPk-RvBcUnrllEXA,['Parks'],3.0,4
A-ert0jDRBfku9ogyW_mEg,"['Chinese', 'Indian', 'Breakfast & Brunch']",4.5,346
Y9KBAhpcyfRF3CkVaFtZFw,"['Auto Detailing', 'Car Window Tinting', 'Car Wash']",5.0,11
Icwpcfu7tQegJBXH4SWf1Q,"['Beer, Wine & Spirits']",5.0,9
omZBT1AXN5XkHPR6Kbie9g,"['Cocktail Bars', 'Beer Bar']",4.5,42
yKQZqmCbk3EkGC5ajHgEGg,['Indian'],4.0,477
cO-vyjC5eK31QxrnQx9ItQ,['Hotels'],4.0,57
2R0ZlcYts4lOfkIr3Sc1-A,['Performing Arts'],4.5,88
ueR11Ri6aoPTZTJ9_r2rQg,['Delis'],3.5,96
q8YAM38nAsVoRcWOER9I9A,"['Mexican', 'Tex-Mex']",4.0,35
-7MR_OngIIrvP6biU4wVCA,['American (New)'],3.0,3
u74abDRXzo1vVhM-m5To5g,['Italian'],3.5,85
5U3Kk45q34GBCGcL828ZCw,['Hotels'],4.0,78
ZDJMWEI7GmMTaaZwenWt5Q,"['Hotels', 'Venues & Event Spaces']",3.0,57
IUKD0NnRtHAS_oWQW8og2A,"[""Men's Clothing"", 'Accessories']",5.0,1
J0bkcxkGKZuaghjiPUc4MA,['Hotels'],4.0,120
hYk1RkElIG5rWI4ywbi-BA,"['American (New)', 'Mexican', 'Breakfast & Brunch']",4.5,84
M7m84pDiJ-WJLhYNdMGNQA,"['Sandwiches', 'Coffee & Tea', 'Breakfast & Brunch']",3.0,18
2y_P9Wg-BQaWDRNyLS9ckA,"['Venues & Event Spaces', 'Hotels']",3.5,44
PeABSPAiMHBtsN6XnIxlQg,['Caterers'],1.5,2
lR27A9_G-FT52t9sTjcvPw,"['Hotels', 'Venues & Event Spaces']",3.5,52
C56chiGa56B-hwM4JYS4BA,"['Hotels', 'Venues & Event Spaces']",4.0,153
jbWd22OESaWW7-t4IoTMYA,"['Hotels', 'Venues & Event Spaces']",3.5,75
NiScgU8vmck5aaDssvHIBw,"['Hotels', 'Hostels']",4.0,118
w4KiGCO-_qhlgW-bCaD4vg,"['American (New)', 'American (Traditional)']",3.5,135
C88DklKzQjYTRic2FqBBBA,['Hotels'],3.5,78
6TYW2g_GYZsmgYx8Geiqjw,"['Bakeries', 'Cafes', 'Juice Bars & Smoothies']",4.0,35
-h11FHJlDo9gJXqciVPrRQ,['Hotels'],3.0,85
_Qux4DSL8RDyLXu4xvBz2A,['Senegalese'],3.5,20
i9ohlvanaW3c9o5_6ziXDw,"['Salad', 'Soup', 'Sandwiches']",3.5,80
v0MZ0nONPh1b-9IC4M0weg,"['American (New)', 'Bars']",4.0,117
BTNNhr3U3CbvhUQFgDGV9w,['Hotels'],4.0,24
IxwuIDcpRa7EpQs7V481Ww,['Italian'],4.0,134
zSsJYeVii23uqNPRMXEIDQ,['Shared Office Spaces'],1.0,1
QbIwccP-ycbVxwSt-LySFw,"['Lounges', 'Cigar Bars']",4.0,161
pW91FEkwCIW6KKcV7nFeOQ,['Hotels'],3.5,101
MIOTjISrNUOf72VSaPqQNw,['Hotels'],3.0,145
DeM2G6WNNuAF4PLOo4L69A,['Travel Services'],1.0,1
PDThS35FQ4H0mF55iIJYNA,['Car Rental'],3.0,15
3mjofegf0sbme6bAyCaYBQ,['Hotels'],3.5,139
